NAME,B01003_001E,B01002_001E,B25010_001E,B15003_017E,B15003_022E,B02001_002E,B02001_003E,B03003_003E,B01001_002E,B01001_026E,B01001_003E,B01001_007E,B01001_012E,B01001_020E,B25001_001E,B25002_002E,B25002_003E,B25003_002E,B25003_003E,B25077_001E,B25064_001E,B25024_002E,B25024_003E,B25024_004E,B25034_001E,B25081_002E,B25081_003E,B25004_001E,B25003_001E,B19013_001E,B19301_001E,B23025_005E,B23025_002E,B17001_002E,B17001_001E,C24010_001E,B19057_002E,B08303_001E,B08101_001E,state,county,State,Year
"Washington Parish, Louisiana",46325,39.8,2.50,10258,2570,30845,14055,1108,22916,23409,1574,539,1152,811,21762,17794,3968,12657,5137,114900,648,15220,132,469,21762,4843,4598,3968,17794,39185,21384,1788,18931,10927,44344,17126,252,16300,16776,22,117,Louisiana,2020
"West Carroll Parish, Louisiana",10934,40.8,2.56,3015,497,8731,1706,435,5652,5282,320,186,399,177,5211,4126,1085,3195,931,85800,583,3607,36,13,5211,936,899,1085,4126,42545,23400,316,4342,2012,10562,4026,131,3846,3919,22,123,Louisiana,2020
"Acadia Parish, Louisiana",62371,37.0,2.71,14428,4323,49220,9910,1685,30485,31886,2226,724,1950,765,26516,22598,3918,15624,6974,130300,659,20178,215,771,26516,6518,6077,3918,22598,44412,25174,2572,26664,14382,61287,24086,346,23167,23609,22,001,Louisiana,2020
"Allen Parish, Louisiana",25572,38.3,2.62,6478,1473,18910,4729,1708,14493,11079,790,218,1227,348,9984,8137,1847,6159,1978,107400,664,7362,71,462,9984,2337,2277,1847,8137,48328,21829,863,9888,3213,20887,9012,125,8807,8912,22,003,Louisiana,2020
"Assumption Parish, Louisiana",22236,41.4,2.46,5063,1522,14963,6739,701,10654,11582,484,302,579,269,10894,8941,1953,6935,2006,118900,721,6531,18,295,10894,2159,1934,1953,8941,44742,26952,524,10279,4067,22017,9708,219,9244,9566,22,007,Louisiana,2020
"Avoyelles Parish, Louisiana",40465,38.4,2.41,8270,2332,26509,11108,801,20341,20124,1415,443,1575,490,18624,15217,3407,10603,4614,103900,667,13194,60,690,18624,4821,4651,3407,15217,35530,21049,1023,16228,8719,36799,15080,142,14208,14600,22,009,Louisiana,2020
"Bienville Parish, Louisiana",13391,42.1,2.23,3597,761,7400,5685,258,6283,7108,405,89,387,141,7922,5855,2067,4121,1734,73700,474,4680,44,160,7922,1247,1174,2067,5855,27815,21513,255,4816,3855,13061,4548,144,4313,4463,22,013,Louisiana,2020
"Bossier Parish, Louisiana",126952,35.5,2.50,20150,13727,89788,29572,8466,62615,64337,4369,1577,4832,720,57540,49600,7940,31586,18014,176700,989,38935,1548,784,57540,19480,17710,7940,49600,55448,42337,3065,62310,20895,123605,53972,1144,55843,58492,22,015,Louisiana,2020
"Calcasieu Parish, Louisiana",202858,36.1,2.54,38363,19511,140656,51057,7770,98922,103936,7351,2361,6865,2813,91644,78427,13217,53713,24714,160800,850,60754,1192,3831,91644,27854,26099,13217,78427,52866,29866,5608,95976,33436,199701,90319,2059,86687,89319,22,019,Louisiana,2020
"Caldwell Parish, Louisiana",9959,42.3,2.47,2784,770,7901,1815,107,5149,4810,359,81,273,91,5251,3899,1352,2785,1114,79100,732,3118,15,90,5251,1259,1226,1352,3899,40690,27121,344,3658,2205,9618,3314,47,3189,3274,22,021,Louisiana,2020
"Catahoula Parish, Louisiana",9586,38.5,2.45,2258,715,6303,3121,356,5130,4456,216,51,481,161,5036,3394,1642,2703,691,90600,657,3084,38,112,5036,1011,967,1642,3394,40973,21815,266,3438,2210,8290,3172,10,3023,3040,22,025,Louisiana,2020
"Claiborne Parish, Louisiana",15854,41.8,2.35,4199,942,7154,8289,242,9097,6757,360,311,623,173,7900,5808,2092,3961,1847,75500,624,5362,38,84,7900,1130,1096,2092,5808,26849,15149,213,5296,4773,13593,5082,749,4744,4886,22,027,Louisiana,2020
"De Soto Parish, Louisiana",27395,39.3,2.48,6280,1826,16693,9942,808,13373,14022,1028,311,874,221,13181,10951,2230,7891,3060,116500,629,7883,44,531,13181,3819,3524,2230,10951,44436,25926,1091,11980,5879,27170,10876,178,10566,10770,22,031,Louisiana,2020
"East Baton Rouge Parish, Louisiana",443158,34.2,2.63,64524,61214,204784,202462,18896,211837,231321,14650,7237,14780,4121,195178,164641,30537,99008,65633,201100,936,123838,5340,4496,195178,59694,53885,30537,164641,56076,33813,15159,230911,75635,433686,215335,1712,203785,211264,22,033,Louisiana,2020
"East Feliciana Parish, Louisiana",19228,43.1,2.21,4570,1493,10425,8270,326,10559,8669,443,244,889,237,8556,7010,1546,5615,1395,153800,712,5365,46,83,8556,2629,2456,1546,7010,54187,25718,475,7073,2355,15827,6588,25,6297,6469,22,037,Louisiana,2020
"Evangeline Parish, Louisiana",33491,36.2,2.58,7043,2070,22486,8886,1278,17256,16235,1186,459,1323,306,15088,12393,2695,7680,4713,99500,573,10862,50,848,15088,3024,2867,2695,12393,31427,19578,1832,13765,9246,31834,11924,185,11323,11524,22,039,Louisiana,2020
"Grant Parish, Louisiana",22339,38.3,2.72,5095,1234,17682,3681,1158,12629,9710,601,291,1268,235,9430,7054,2376,5375,1679,122600,718,6632,58,85,9430,2474,2352,2376,7054,51449,24228,335,8177,3036,19108,7837,208,7558,7622,22,043,Louisiana,2020
"Iberia Parish, Louisiana",70763,37.1,2.61,16364,5180,42227,22670,3058,34747,36016,2474,883,2185,946,30625,26776,3849,18165,8611,120500,811,20979,147,372,30625,8501,7894,3849,26776,50602,25580,2810,32244,15512,69645,29434,267,27422,28954,22,045,Louisiana,2020
"Jackson Parish, Louisiana",15822,41.8,2.49,3946,1059,10653,4587,277,8035,7787,427,159,492,182,7919,5859,2060,4066,1793,85700,575,5942,23,316,7919,1282,1217,2060,5859,41760,21937,253,5763,3061,14584,5510,114,5241,5393,22,049,Louisiana,2020
"Jefferson Parish, Louisiana",434903,39.5,2.53,78364,55501,262232,118026,63712,210304,224599,14506,4366,15407,4646,188576,170398,18178,106889,63509,193600,986,124642,7522,7373,188576,55217,49040,18178,170398,54825,32939,11845,221520,65360,431099,208512,1748,197366,205392,22,051,Louisiana,2020
"Lafayette Parish, Louisiana",243692,35.5,2.58,41387,37763,166358,62946,11174,118574,125118,8451,3025,9902,3005,103855,92476,11379,61780,30696,189700,871,71341,2202,1446,103855,37521,34650,11379,92476,58761,33254,6375,125892,39724,238082,119445,1113,110956,117672,22,055,Louisiana,2020
"Lafourche Parish, Louisiana",97980,38.1,2.62,23364,7628,77040,13197,4273,47943,50037,3095,1380,3498,919,41535,36645,4890,27901,8744,158800,820,29341,874,936,41535,13696,12821,4890,36645,54530,28220,3126,44647,16652,95651,41452,401,39404,40733,22,057,Louisiana,2020
"LaSalle Parish, Louisiana",14950,38.4,2.79,3580,1245,12570,1568,435,7776,7174,512,166,542,83,6758,4868,1890,4075,793,107000,640,4620,2,98,6758,1750,1700,1890,4868,51141,25656,268,6060,2414,13569,5788,53,5666,5736,22,059,Louisiana,2020
"Lincoln Parish, Louisiana",47118,28.1,2.46,6093,5380,25623,18973,1456,23084,24034,1363,1815,1389,344,20431,17861,2570,9190,8671,152400,733,11538,233,1829,20431,4226,3977,2570,17861,36496,22379,1010,21651,13416,43977,20576,283,19307,20384,22,061,Louisiana,2020
"Livingston Parish, Louisiana",140524,36.8,2.86,29754,12670,125646,8508,5563,69063,71461,4759,1801,4719,1056,57636,48690,8946,40511,8179,173200,966,39018,112,222,57636,25599,24278,8946,48690,67365,30317,3449,67160,15557,139233,63576,475,60586,63136,22,063,Louisiana,2020
"Madison Parish, Louisiana",11137,34.8,2.44,1892,754,3850,7111,250,5470,5667,427,148,481,92,5179,3729,1450,2087,1642,77600,612,3741,0,135,5179,669,665,1450,3729,32585,17831,345,3517,3299,9146,3172,35,3094,3113,22,065,Louisiana,2020
"Morehouse Parish, Louisiana",25189,40.3,2.50,5778,1736,12420,12394,120,12127,13062,900,381,711,312,12694,9738,2956,6515,3223,94500,565,9084,211,285,12694,2460,2189,2956,9738,33780,19566,539,9361,6451,24340,8810,301,8633,8705,22,067,Louisiana,2020
"Natchitoches Parish, Louisiana",38505,33.5,2.62,7643,2760,19908,16305,923,18545,19960,1250,803,1019,514,19286,14324,4962,7156,7168,148300,725,10818,952,308,19286,2759,2421,4962,14324,30625,20219,1947,14878,11299,37545,12931,1745,12487,12716,22,069,Louisiana,2020
"Orleans Parish, Louisiana",391249,37.2,2.43,54641,58673,130678,231679,21452,185252,205997,11766,4515,16701,4015,192012,154826,37186,77066,77760,250000,1025,86870,19103,31463,192012,41653,36935,37186,154826,43258,32764,16721,196922,86976,377648,178975,3133,162492,176008,22,071,Louisiana,2020
"Ouachita Parish, Louisiana",154679,36.2,2.60,29051,15726,90572,58208,3458,74084,80595,5472,2166,4956,1357,68905,56956,11949,34160,22796,150200,775,45721,1162,2625,68905,16685,15195,11949,56956,44934,26310,3756,69233,34505,147810,65345,1872,62276,64395,22,073,Louisiana,2020
"Plaquemines Parish, Louisiana",23305,36.1,2.66,4709,2052,15715,4587,1780,11376,11929,684,376,763,311,10251,8600,1651,6275,2325,202700,1312,5454,866,367,10251,2697,2390,1651,8600,65234,30788,332,11078,4096,22950,9901,136,10272,10464,22,075,Louisiana,2020
"Pointe Coupee Parish, Louisiana",21883,43.1,2.40,5098,1648,13660,7573,610,10623,11260,847,253,571,319,11649,9056,2593,6889,2167,157900,835,8459,92,246,11649,3110,3017,2593,9056,44201,26972,528,9712,4456,21618,9184,112,8780,8894,22,077,Louisiana,2020
"Rapides Parish, Louisiana",130376,37.5,2.57,25818,11542,82162,41219,4280,63029,67347,4437,1672,4053,1150,58564,49075,9489,31505,17570,147200,825,39537,993,2719,58564,15889,14843,9489,49075,48013,27291,3419,59173,23664,126370,55199,526,52839,54384,22,079,Louisiana,2020
"Red River Parish, Louisiana",8462,40.6,2.52,2191,377,4791,3425,37,4151,4311,201,84,298,103,4230,3282,948,2353,929,77900,521,2604,43,120,4230,1020,986,948,3282,33817,21264,135,3204,2167,8144,3069,51,2980,3025,22,081,Louisiana,2020
"Richland Parish, Louisiana",20251,39.0,2.54,4154,1099,12514,7239,460,9896,10355,665,259,538,263,9026,7563,1463,4968,2595,107700,644,6243,270,327,9026,1926,1867,1463,7563,40491,20644,552,8414,5706,19327,7855,148,7433,7575,22,083,Louisiana,2020
"Sabine Parish, Louisiana",23915,41.6,2.51,6419,1475,16299,3782,946,11823,12092,719,322,684,430,15221,9370,5851,6557,2813,87600,594,7508,134,279,15221,2380,2314,5851,9370,39755,23260,759,8802,4722,23562,8031,636,7652,7889,22,085,Louisiana,2020
"St. Bernard Parish, Louisiana",46694,34.5,3.06,7810,3050,32018,10967,4729,22811,23883,1663,526,1869,460,17151,15165,1986,10828,4337,152600,952,12636,1229,899,17151,5752,5339,1986,15165,47873,22999,1917,21411,10735,46330,19455,338,18481,19110,22,087,Louisiana,2020
"St. Charles Parish, Louisiana",52856,38.0,2.71,9547,7571,35970,14063,3296,26178,26678,1827,496,1664,544,20806,19308,1498,15539,3769,205600,1004,16219,314,514,20806,9049,8317,1498,19308,68113,34193,1588,26214,5827,52072,24555,317,23129,24277,22,089,Louisiana,2020
"St. Helena Parish, Louisiana",10227,41.4,2.59,2695,678,4697,5343,194,4901,5326,314,233,289,214,5372,3885,1487,3021,864,115500,706,3222,0,21,5372,1075,1031,1487,3885,45063,23403,808,4663,2268,10012,3855,17,3444,3790,22,091,Louisiana,2020
"St. James Parish, Louisiana",21142,39.6,2.65,5489,1634,10382,10440,371,10084,11058,629,237,622,150,8935,7907,1028,6383,1524,168700,614,6740,10,436,8935,2644,2477,1028,7907,53209,28944,468,9564,3015,20922,9096,329,8736,8994,22,093,Louisiana,2020
"St. John the Baptist Parish, Louisiana",43055,37.8,2.78,8840,3242,15917,24758,2735,20899,22156,1440,358,1366,451,17846,15251,2595,12229,3022,155900,915,13852,192,439,17846,7077,6737,2595,15251,55429,26683,1713,20145,6503,42294,18375,795,17353,18064,22,095,Louisiana,2020
"St. Landry Parish, Louisiana",82786,36.8,2.68,18468,5095,46314,34659,1882,39952,42834,3168,1099,2451,1124,37110,30496,6614,21079,9417,122900,621,26950,273,1411,37110,8839,8307,6614,30496,40859,21416,1727,33304,20090,81053,31471,199,29647,30773,22,097,Louisiana,2020
"St. Martin Parish, Louisiana",53607,37.7,2.72,13777,4167,35552,15552,1639,26354,27253,1774,779,1802,405,23643,19655,3988,15478,4177,123700,686,16463,142,221,23643,6205,5834,3988,19655,48884,25515,1760,24159,9227,53093,22352,215,20616,21762,22,099,Louisiana,2020
"St. Tammany Parish, Louisiana",258447,40.4,2.69,34962,39396,210879,30353,14886,125504,132943,7705,3030,7235,2664,104300,95054,9246,74659,20395,223300,1143,81084,2726,1803,104300,46900,41383,9246,95054,70730,35263,6687,126224,28047,255645,118423,1000,107196,116416,22,103,Louisiana,2020
"Tangipahoa Parish, Louisiana",133753,35.5,2.68,25671,13534,88225,40007,5831,64718,69035,4731,1919,4657,1655,56449,48548,7901,34133,14415,167900,828,37146,513,2198,56449,18742,17160,7901,48548,48745,25628,4280,60424,26194,129942,55975,447,52627,55038,22,105,Louisiana,2020
"Terrebonne Parish, Louisiana",111297,36.1,2.72,23030,7861,77360,21639,5726,54808,56489,3974,1194,3983,1096,45546,40374,5172,28996,11378,155600,862,31635,640,897,45546,14032,12735,5172,40374,52224,27495,3193,50543,20554,109498,47216,766,44722,46377,22,109,Louisiana,2020
"Vermilion Parish, Louisiana",59787,38.3,2.67,13908,4759,48483,8503,2149,29037,30750,2068,611,1692,611,26769,22180,4589,16497,5683,127700,676,18715,270,319,26769,7712,7177,4589,22180,52219,26503,1923,26245,9937,58920,24213,252,22653,23628,22,113,Louisiana,2020
"Vernon Parish, Louisiana",49315,30.5,2.68,9978,3903,37175,7219,4691,26177,23138,1952,1083,2038,348,22307,17516,4791,9235,8281,126000,921,11308,1084,1783,22307,4351,4179,4791,17516,50267,25378,1327,23291,7633,46734,16299,101,20885,21451,22,115,Louisiana,2020
"Webster Parish, Louisiana",38813,41.1,2.31,9811,2788,24652,13288,775,18997,19816,1204,504,1180,382,19783,16320,3463,10825,5495,85300,665,13521,392,256,19783,4110,3799,3463,16320,30324,20094,728,15023,10421,37838,14182,1672,13359,14063,22,119,Louisiana,2020
"West Baton Rouge Parish, Louisiana",26395,36.6,2.65,5541,2509,15165,10688,848,12847,13548,747,394,908,351,11319,9610,1709,7232,2378,197000,883,7507,128,107,11319,3412,3151,1709,9610,67813,29195,1030,13069,3860,25484,11982,43,11560,11851,22,121,Louisiana,2020
"West Feliciana Parish, Louisiana",15441,42.1,2.80,2791,2066,8209,6863,182,10298,5143,371,328,1378,287,5490,4202,1288,3052,1150,230400,819,3463,1,116,5490,1269,1057,1288,4202,59688,27279,517,6273,1507,11900,5741,41,5371,5559,22,125,Louisiana,2020
"Winn Parish, Louisiana",14165,41.3,2.29,3322,1282,9285,4532,287,7564,6601,332,110,691,288,7312,5361,1951,3586,1775,77000,577,5065,23,293,7312,1151,1095,1951,5361,37764,22259,293,5190,1981,12267,4897,145,4719,4833,22,127,Louisiana,2020
"Fairfield County, Connecticut",956446,40.7,2.69,120844,177060,650345,109668,196340,468448,487998,26298,13353,27568,9438,377249,349443,27806,232832,116611,443100,1593,214384,27809,31139,377249,159685,129820,27806,349443,101194,61651,32884,518025,86408,939754,484841,7301,415402,475201,09,001,Connecticut,2021
"Hartford County, Connecticut",898636,40.2,2.45,141907,137915,599498,124499,169097,438965,459671,24372,12050,30291,9890,384270,356529,27741,230908,125621,249000,1191,213710,24211,29197,384270,156160,129903,27741,356529,80320,43642,28004,482790,96139,878283,453935,14817,398621,444943,09,003,Connecticut,2021
"Litchfield County, Connecticut",185175,47.6,2.44,36438,29273,167417,3296,13211,92370,92805,4130,2095,5038,2472,87660,74857,12803,57096,17761,270000,1114,64885,3289,5931,87660,37297,29961,12803,74857,84797,47811,6111,102665,14267,182806,96442,1313,86266,94762,09,005,Connecticut,2021
"Middlesex County, Connecticut",164568,45.9,2.33,27710,29559,140541,8912,10975,80905,83663,3463,2083,4661,1980,76287,68200,8087,50544,17656,298300,1222,53914,2959,4167,76287,33923,28027,8087,68200,90833,48670,4325,92676,10261,159560,88097,1599,77470,86609,09,007,Connecticut,2021
"New Haven County, Connecticut",864751,40.4,2.49,160303,117422,597439,119484,166048,418910,445841,22612,12912,27990,9747,368720,336400,32320,208977,127423,259400,1223,199070,22097,36149,368720,138096,114056,32320,336400,75043,41192,31105,464111,96186,838405,432717,12743,387108,423971,09,009,Connecticut,2021
"New London County, Connecticut",269131,41.4,2.35,46677,35980,211182,16090,30806,135514,133617,6692,3911,8906,3227,122664,109481,13183,73645,35836,257600,1192,78986,5583,9595,122664,48207,40446,13183,109481,79040,42312,7155,146243,22436,257900,131803,3738,122635,135206,09,011,Connecticut,2021
"Tolland County, Connecticut",150120,37.5,2.38,21467,23004,128545,4698,9043,75675,74445,3358,4547,4235,1908,60638,56989,3649,40072,16917,264500,1238,41856,2202,2368,60638,26744,22168,3649,56989,88525,42942,3773,81074,13138,135408,77173,1481,66554,75555,09,013,Connecticut,2021
"Windham County, Connecticut",116503,41.2,2.45,24362,11354,100917,2643,14545,58073,58430,2809,1919,3849,1306,49551,45425,4126,31429,13996,217300,1019,32563,1860,3963,49551,21124,17887,4126,45425,71418,35032,4274,62423,12641,111578,57987,2607,51366,55539,09,015,Connecticut,2021
"Acadia Parish, Louisiana",58200,36.8,2.66,13475,3738,45812,9652,1680,28791,29409,2309,1043,1772,554,25034,21555,3479,15169,6386,129600,671,18723,287,900,25034,6391,5998,3479,21555,42368,24507,2485,25353,13209,57237,22861,241,21745,22525,22,001,Louisiana,2021
"Allen Parish, Louisiana",23085,38.4,2.47,5816,1404,17268,4180,1635,13188,9897,701,176,1141,230,9532,7687,1845,5832,1855,112300,645,6884,101,341,9532,2167,2105,1845,7687,47660,22186,776,8455,3383,18714,7666,128,7465,7586,22,003,Louisiana,2021
"Ascension Parish, Louisiana",125289,36.2,2.75,20268,16310,86172,28535,7492,61861,63428,4382,1637,4398,1113,49023,45195,3828,37095,8100,228000,1087,36423,678,576,49023,24050,21875,3828,45195,86256,37035,3043,63907,12130,124142,60776,704,56187,59964,22,005,Louisiana,2021
"Assumption Parish, Louisiana",21366,41.6,2.55,5112,1046,14161,6351,696,10144,11222,530,441,575,359,10030,8289,1741,6644,1645,115800,724,6129,30,296,10030,2121,1994,1741,8289,42831,27118,781,9576,3477,21180,8755,219,8295,8574,22,007,Louisiana,2021
"Avoyelles Parish, Louisiana",39880,39.2,2.52,7458,2088,25951,10847,827,20165,19715,1317,575,1399,406,18199,14446,3753,10235,4211,105700,729,13308,151,634,18199,4373,4249,3753,14446,37903,22220,1305,16228,9632,36377,14837,165,13851,14334,22,009,Louisiana,2021
"Beauregard Parish, Louisiana",36417,37.3,2.70,7900,2944,29918,4396,1400,18637,17780,1233,454,1420,272,15676,13352,2324,10820,2532,139600,779,9982,78,208,15676,4531,4392,2324,13352,57130,29612,1331,15909,5066,35949,14275,319,13838,14232,22,011,Louisiana,2021
"Bienville Parish, Louisiana",13130,42.1,2.45,3916,853,7147,5540,266,6222,6908,366,94,343,132,6932,5236,1696,3892,1344,72300,519,4252,28,130,6932,1225,1188,1696,5236,32328,21050,244,4622,3734,12836,4369,93,4010,4283,22,013,Louisiana,2021
"Bossier Parish, Louisiana",128508,35.6,2.64,21410,14622,88396,30256,8735,63458,65050,4277,1569,5023,841,55196,47849,7347,30884,16965,179100,1028,38062,1224,791,55196,18848,17238,7347,47849,58289,30784,3317,61227,21274,125917,53356,1295,54127,57246,22,015,Louisiana,2021
"Caddo Parish, Louisiana",239775,38.3,2.49,44013,22427,107795,117472,7037,113979,125796,7830,2865,7751,2650,112435,94311,18124,56537,37774,152800,852,76277,2901,2437,112435,31112,28996,18124,94311,43153,29220,9133,107326,54049,235421,97591,3050,92773,96587,22,017,Louisiana,2021
"Calcasieu Parish, Louisiana",212646,36.3,2.73,40902,22306,146628,53236,8527,104323,108323,7550,2504,7302,1884,92202,76829,15373,54017,22812,171900,927,61395,1385,3769,92202,28647,26850,15373,76829,59470,31044,5403,99318,34269,209577,93848,1552,89237,92611,22,019,Louisiana,2021
"Caldwell Parish, Louisiana",9707,40.9,2.66,2637,625,7676,1905,69,5078,4629,314,97,346,80,4640,3468,1172,2384,1084,84100,713,2566,19,133,4640,882,853,1172,3468,41861,25858,388,3369,2355,9230,2981,39,2866,2911,22,021,Louisiana,2021
"Cameron Parish, Louisiana",5650,44.2,2.54,1311,438,5251,70,282,2812,2838,203,76,55,63,3725,2216,1509,2050,166,152500,-666666666,2142,0,0,3725,832,799,1509,2216,64525,31805,18,2576,467,5610,2558,87,2450,2510,22,023,Louisiana,2021
"Catahoula Parish, Louisiana",9117,38.7,2.53,1994,657,6025,2969,120,4755,4362,199,42,433,106,4482,3055,1427,2377,678,87100,655,2555,37,92,4482,757,731,1427,3055,42232,21997,298,3066,2252,7700,2768,6,2649,2692,22,025,Louisiana,2021
"Claiborne Parish, Louisiana",14456,41.6,2.47,4191,823,6498,7517,231,8277,6179,272,248,605,123,6904,5042,1862,3551,1491,73300,635,4585,31,74,6904,1048,1007,1862,5042,29574,17387,266,5086,4188,12446,4817,538,4503,4641,22,027,Louisiana,2021
"Concordia Parish, Louisiana",18989,37.1,2.78,3918,1262,10814,7606,336,9679,9310,604,166,734,205,9013,6273,2740,4611,1662,88300,735,6376,70,52,9013,1779,1684,2740,6273,36157,21401,760,6159,5370,17405,5399,138,5172,5289,22,029,Louisiana,2021
"De Soto Parish, Louisiana",26803,39.1,2.62,6172,1682,16381,9356,825,13135,13668,866,306,830,262,12403,10168,2235,7540,2628,127900,671,7428,43,401,12403,3351,2986,2235,10168,45364,26151,961,10863,5609,26598,9891,165,9581,9797,22,031,Louisiana,2021
"East Baton Rouge Parish, Louisiana",455447,34.5,2.60,64714,64735,206470,206679,19927,218460,236987,14825,7292,14935,5324,202782,171349,31433,103174,68175,206500,990,127813,5782,4828,202782,63112,57068,31433,171349,58167,35081,17032,236474,78767,445909,219162,2337,203386,214232,22,033,Louisiana,2021
"East Carroll Parish, Louisiana",7502,35.1,2.31,1270,445,2134,5042,139,4147,3355,64,76,404,134,3149,2213,936,1295,918,74300,599,2125,11,194,3149,279,237,936,2213,25049,20933,122,1566,2416,5112,1444,38,1392,1392,22,035,Louisiana,2021
"East Feliciana Parish, Louisiana",19588,43.9,2.47,4452,1660,10663,8144,342,10884,8704,470,238,941,356,8085,6520,1565,5334,1186,165700,638,5228,58,116,8085,2324,2186,1565,6520,58125,28454,445,7133,2296,16459,6679,29,6243,6547,22,037,Louisiana,2021
"Evangeline Parish, Louisiana",32538,36.8,2.57,6353,2071,21556,8637,1285,16796,15742,1203,236,1040,316,14483,12076,2407,7986,4090,96800,598,10830,113,659,14483,3175,2973,2407,12076,32465,20315,1844,13578,8385,31020,11718,119,11092,11324,22,039,Louisiana,2021
"Franklin Parish, Louisiana",19964,38.4,2.56,4467,1279,13029,6613,98,9741,10223,652,319,543,295,8924,7279,1645,5362,1917,87500,643,6320,82,103,8924,1875,1758,1645,7279,38250,21328,653,7434,5085,18736,6781,162,6420,6591,22,041,Louisiana,2021
"Grant Parish, Louisiana",22236,38.2,2.89,4933,1462,17643,3544,1168,12662,9574,628,280,1322,340,8996,6577,2419,5041,1536,121400,747,6114,11,87,8996,2178,2125,2419,6577,52779,22500,350,8098,3072,18936,7716,164,7352,7569,22,043,Louisiana,2021
"Iberia Parish, Louisiana",70518,37.3,2.61,17082,5085,41738,22238,3089,34824,35694,2490,986,2067,842,30832,26697,4135,17978,8719,133500,802,21370,159,413,30832,8481,7839,4135,26697,52278,25988,2452,31405,15621,69576,28953,302,27008,28421,22,045,Louisiana,2021
"Iberville Parish, Louisiana",30651,39.5,2.51,6975,2257,14692,14390,883,15520,15131,818,381,1246,219,13183,10933,2250,8162,2771,150600,771,9379,272,251,13183,3718,3478,2250,10933,52994,25694,1110,13245,5170,27421,11945,223,11175,11776,22,047,Louisiana,2021
"Jackson Parish, Louisiana",15214,41.0,2.63,3671,972,10189,4069,280,7794,7420,401,112,674,178,7254,5364,1890,3750,1614,92700,586,5307,34,312,7254,1095,1052,1890,5364,41298,22430,244,5365,2970,14120,5121,107,4841,5001,22,049,Louisiana,2021
"Jefferson Parish, Louisiana",439402,39.7,2.49,75773,57776,255623,118075,65298,213602,225800,14489,4523,15358,5397,193255,174954,18301,109268,65686,201800,1026,127853,7832,7034,193255,57925,51951,18301,174954,58638,32944,13325,223746,69356,435830,209180,2722,194712,205576,22,051,Louisiana,2021
"Jefferson Davis Parish, Louisiana",32270,37.2,2.80,7880,1984,25179,5245,822,15891,16379,1077,324,875,316,13887,11351,2536,8494,2857,132500,708,10454,108,320,13887,3532,3427,2536,11351,45578,27645,746,13336,5382,31762,12578,215,11985,12274,22,053,Louisiana,2021
"Lafayette Parish, Louisiana",241173,35.8,2.47,41369,37013,161076,61992,11126,117693,123480,8151,3009,9727,2223,106978,95607,11371,63522,32085,195300,919,72344,2386,1642,106978,37898,34814,11371,95607,63311,35485,6508,124343,39633,235882,117712,1087,108507,116448,22,055,Louisiana,2021
"Lafourche Parish, Louisiana",97677,38.7,2.63,22499,7690,76249,13059,4339,48208,49469,3045,1240,3417,1015,40832,36412,4420,28308,8104,162100,816,29500,757,944,40832,13677,12450,4420,36412,58747,30552,2755,45113,15016,95632,42357,509,40075,41539,22,057,Louisiana,2021
"LaSalle Parish, Louisiana",14770,39.3,2.97,3283,1156,12367,1779,435,7804,6966,456,227,436,141,6215,4533,1682,3755,778,104900,757,4381,3,42,6215,1601,1553,1682,4533,52205,26457,397,6330,2296,13473,5928,90,5725,5782,22,059,Louisiana,2021
"Lincoln Parish, Louisiana",48415,28.3,2.57,6109,5938,26528,18388,1524,23720,24695,1398,1777,1329,256,20297,17729,2568,9366,8363,159600,760,11497,273,1613,20297,4392,4103,2568,17729,38458,23904,843,22111,12942,45611,21214,211,19798,20961,22,061,Louisiana,2021
"Livingston Parish, Louisiana",141057,36.6,2.89,27417,13383,123685,9512,5910,69889,71168,4596,1737,4943,1275,57032,48474,8558,39601,8873,183000,1038,39787,205,232,57032,24651,23300,8558,48474,71547,30987,2931,66331,14899,139802,63236,422,60370,63001,22,063,Louisiana,2021
"Madison Parish, Louisiana",10297,36.1,2.76,1731,764,3500,6541,247,5072,5225,297,191,442,137,4407,3076,1331,1825,1251,82100,654,3240,12,90,4407,608,584,1331,3076,36875,17221,363,3428,3000,8566,3065,38,2955,2992,22,065,Louisiana,2021
"Morehouse Parish, Louisiana",25852,40.3,2.71,5878,1502,12554,12600,212,12527,13325,899,479,681,312,11961,9240,2721,6321,2919,89200,628,8709,115,147,11961,2436,2285,2721,9240,33758,19213,905,9854,7511,24964,8940,268,8699,8784,22,067,Louisiana,2021
"Natchitoches Parish, Louisiana",37896,33.7,2.65,7420,2963,19673,16148,922,18256,19640,1221,801,993,621,18559,13765,4794,7075,6690,152500,746,10358,830,486,18559,2966,2732,4794,13765,33965,22281,2015,15123,9622,36336,13096,1616,12593,12863,22,069,Louisiana,2021
"Orleans Parish, Louisiana",383974,37.7,2.37,53954,60202,125519,223246,21314,182332,201642,11286,4490,16060,3942,193376,156586,36790,75228,81358,255500,1079,87063,19707,31381,193376,41163,36581,36790,156586,45594,34036,16123,193059,88675,371945,175759,3329,155385,172457,22,071,Louisiana,2021
"Ouachita Parish, Louisiana",160227,36.4,2.63,29202,17154,93017,60166,3667,76864,83363,5429,2212,5246,1704,69676,58493,11183,35099,23394,156700,814,46458,1050,2463,69676,18304,16491,11183,58493,46021,26695,4215,71887,37475,153884,67524,2575,63348,66475,22,073,Louisiana,2021
